compound_name,chembl_id,target_id,action_type
Acivicin,CHEMBL1231101,,
Diamide,CHEMBL1255835,,
Phosphatidylethanolamine,CHEMBL448115,,
Trimethadione,CHEMBL695,CHEMBL2362995,BLOCKER
Resveratrol,CHEMBL165,,
Vitamin E,CHEMBL3989727,,
Tamarixetin,CHEMBL226034,,
Tocotrienol,CHEMBL120643,,
Ampicillin,CHEMBL174,CHEMBL2354204,INHIBITOR
Ethosuximide,CHEMBL696,CHEMBL2362995,BLOCKER
Myxothiazol,CHEMBL454568,,
Mianserin,CHEMBL6437,,
Quercetin,CHEMBL50,,
2-deoxy-D-glucose,CHEMBL1880349,,
Pregnenolone,CHEMBL253363,,
Gamma-tocopherol,CHEMBL2151591,,
Trolox,CHEMBL153,,
Taxifolin,CHEMBL337309,,
Propyl gallate,CHEMBL7983,,
Reserpine,CHEMBL772,CHEMBL1893,INHIBITOR
Valproic acid,CHEMBL109,CHEMBL1911,INHIBITOR
Metformin,CHEMBL1431,,
Sorbitol,CHEMBL1682,,
Acetic Acid,CHEMBL539,,
Spermidine,CHEMBL19612,,
Oxaloacetate,CHEMBL1794791,,
Juglone,CHEMBL43612,,
Catechin,CHEMBL206452,,
Gliotoxin,CHEMBL331627,,
Glaucarubinone,CHEMBL458347,,
Paraquat,CHEMBL74469,,
Dapsone,CHEMBL1043,CHEMBL2362993,INHIBITOR
Trehalose,CHEMBL1236395,,
Maltose,CHEMBL1908365,,
Tannic acid,CHEMBL506247,,
Plumbagin,CHEMBL295316,,
Caffeic acid,CHEMBL145,,
Rosmarinic acid,CHEMBL324842,,
Thioflavin T,CHEMBL224392,,
Celecoxib,CHEMBL118,CHEMBL230,INHIBITOR
Isorhamnetin,CHEMBL379064,,
Curcumin,CHEMBL140,,
Gallic Acid,CHEMBL288114,,
Ellagic acid,CHEMBL6246,,
Proline,CHEMBL54922,,
Ferric ammonium citrate,CHEMBL4301175,,
Icariin,CHEMBL553204,,
Myricetin,CHEMBL164,,
Kaempferol,CHEMBL150,,
Acetaminophen,CHEMBL112,CHEMBL2094253,INHIBITOR
Acetaminophen,CHEMBL112,CHEMBL2243,INHIBITOR
Acetaminophen,CHEMBL112,CHEMBL4794,OPENER
Baicalein,CHEMBL8260,,
Bacitracin,CHEMBL1200558,CHEMBL2364036,INHIBITOR
Ciclopirox olamine,CHEMBL242580,,
Lonidamine,CHEMBL1257030,,
Aspirin,CHEMBL25,CHEMBL2094253,INHIBITOR
Quinic acid,CHEMBL465398,,
Salicylic acid,CHEMBL424,,
Tyrosol,CHEMBL53566,,
Doxycycline,CHEMBL1200699,CHEMBL4073,INHIBITOR
Doxycycline,CHEMBL1200699,CHEMBL4588,INHIBITOR
Doxycycline,CHEMBL1200699,CHEMBL280,INHIBITOR
Doxycycline,CHEMBL1200699,CHEMBL332,INHIBITOR
Doxycycline,CHEMBL1200699,CHEMBL2363135,INHIBITOR
Clofibrate,CHEMBL565,CHEMBL239,AGONIST
Bezafibrate,CHEMBL264374,CHEMBL3559683,AGONIST
Fenofibrate,CHEMBL672,CHEMBL239,AGONIST
Pictilisib,CHEMBL521851,CHEMBL3559703,INHIBITOR
Phenformin,CHEMBL170988,,
Huperzine A,CHEMBL395280,CHEMBL220,INHIBITOR
Trequinsin hydrochloride,CHEMBL1256910,,
Vinpocetine,CHEMBL71752,,
Vincristine sulfate,CHEMBL501867,CHEMBL2095182,INHIBITOR
Sulfamethoxazole,CHEMBL443,CHEMBL2364668,INHIBITOR
Protocatechuic acid,CHEMBL37537,,
Chloramphenicol,CHEMBL130,CHEMBL2363135,INHIBITOR
Methylergonovine maleate,CHEMBL1200843,CHEMBL1833,PARTIAL AGONIST
Methylergonovine maleate,CHEMBL1200843,CHEMBL2056,ANTAGONIST
Minocycline hydrochloride,CHEMBL1200881,CHEMBL2363135,INHIBITOR
Naftopidil dihydrochloride,CHEMBL1257069,,
Nortriptyline hydrochloride,CHEMBL1201156,CHEMBL228,INHIBITOR
Nortriptyline hydrochloride,CHEMBL1201156,CHEMBL222,INHIBITOR
Oxatomide,CHEMBL13828,CHEMBL231,ANTAGONIST
Nicardipine hydrochloride,CHEMBL1200326,CHEMBL2095229,BLOCKER
Promethazine hydrochloride,CHEMBL1200750,CHEMBL231,ANTAGONIST
Nitrendipine,CHEMBL475534,CHEMBL2095229,BLOCKER
Quinidine sulfate,CHEMBL3707183,CHEMBL2331043,BLOCKER
Propionylpromazine hydrochloride,CHEMBL1256661,,
Thioridazine hydrochloride,CHEMBL1200916,CHEMBL224,ANTAGONIST
Thioridazine hydrochloride,CHEMBL1200916,CHEMBL225,ANTAGONIST
Thioridazine hydrochloride,CHEMBL1200916,CHEMBL2331075,ANTAGONIST
Doxazosin mesylate,CHEMBL1200561,CHEMBL2094251,ANTAGONIST
Doxycycline hydrochloride,CHEMBL1256723,,
Eliprodil,CHEMBL28564,,
Guanfacine hydrochloride,CHEMBL1200494,CHEMBL2095158,AGONIST
Guanabenz acetate,CHEMBL1200560,CHEMBL2095158,AGONIST
Kenpaullone,CHEMBL296586,,
Ketanserin tartrate,CHEMBL1256709,,
Loratadine,CHEMBL998,CHEMBL231,ANTAGONIST
Loxapine succinate,CHEMBL1201155,CHEMBL224,ANTAGONIST
Loxapine succinate,CHEMBL1201155,CHEMBL225,ANTAGONIST
Loxapine succinate,CHEMBL1201155,CHEMBL2331075,ANTAGONIST
Metergoline,CHEMBL19215,,
Amperozide hydrochloride,CHEMBL1257106,,
Amoxapine,CHEMBL1113,CHEMBL228,INHIBITOR
Amoxapine,CHEMBL1113,CHEMBL222,INHIBITOR
Amoxapine,CHEMBL1113,CHEMBL2096905,ANTAGONIST
Chlorprothixene hydrochloride,CHEMBL1256658,,
Cinnarizine,CHEMBL43064,CHEMBL2095229,BLOCKER
Cinnarizine,CHEMBL43064,CHEMBL231,ANTAGONIST
Danazol,CHEMBL1479,CHEMBL208,AGONIST
Danazol,CHEMBL1479,CHEMBL1871,AGONIST
Cyproterone acetate,CHEMBL139835,CHEMBL1871,ANTAGONIST
Cyproterone acetate,CHEMBL139835,CHEMBL2034,ANTAGONIST
Cyproterone acetate,CHEMBL139835,CHEMBL208,AGONIST
DAPH,CHEMBL268868,,
Demeclocycline hydrochloride,CHEMBL1200474,CHEMBL2363135,INHIBITOR
Celastrol,CHEMBL301982,,
Chicoric acid,CHEMBL29660,,
Piericidin A,CHEMBL272733,,
Rotenone,CHEMBL429023,,
Caffeine,CHEMBL113,CHEMBL2111329,ANTAGONIST
N-acetylglucosamine,CHEMBL447878,,
Sesamin,CHEMBL252915,,
Fluvastatin,CHEMBL2220442,,
Beta-caryophyllene,CHEMBL445740,,
Specioside,CHEMBL2332355,,
Genistein,CHEMBL44,,
Dibromoacetic acid,CHEMBL449362,,
N-nitrosodimethylamine,CHEMBL117311,,
Ibuprofen,CHEMBL521,CHEMBL2094253,INHIBITOR
Myriocin,CHEMBL55076,,
Tryptophan,CHEMBL54976,,
Threonine,CHEMBL291747,,
Tyrosine,CHEMBL925,,
Valine,CHEMBL43068,,
Xylose,CHEMBL1236821,,
Gluconic acid,CHEMBL464345,,
Putrescine,CHEMBL46257,,
Serine,CHEMBL11298,,
Taurine,CHEMBL239243,,
Methionine,CHEMBL42336,,
Ornithine,CHEMBL446143,,
Phosphoenolpyruvate,CHEMBL1235228,,
Inositol,CHEMBL1222251,,
Isoleucine,CHEMBL1233584,,
Leucine,CHEMBL291962,,
Homocysteine,CHEMBL310604,,
Galactose,CHEMBL6067641,,
Glycine,CHEMBL773,,
Histidine,CHEMBL17962,,
Carnosine,CHEMBL242948,,
Betaine,CHEMBL95889,CHEMBL3391661,SUBSTRATE
Cysteine,CHEMBL863,,
D-alanine,CHEMBL66693,,
D-aspartate,CHEMBL29757,,
D-glutamate,CHEMBL76232,,
Alanine,CHEMBL279597,,
Arginine,CHEMBL1485,,
Asparagine,CHEMBL58832,,
Beta-alanine,CHEMBL297569,,
Agmatine,CHEMBL58343,,
Echinacoside,CHEMBL393090,,
Dehydroabietic acid,CHEMBL12850,,
Verminoside,CHEMBL462888,,
Arctigenin,CHEMBL435734,,
Arctiin,CHEMBL388452,,
Matairesinol,CHEMBL425148,,
Folic acid,CHEMBL1622,,
Vitexin,CHEMBL487417,,
Fucoxanthin,CHEMBL1773903,,
Pyruvate,CHEMBL1162144,,
Geldanamycin,CHEMBL278315,,
LY-294002,CHEMBL98350,,
Allantoin,CHEMBL593429,,
Withanolide A,CHEMBL445041,,
Captopril,CHEMBL1560,CHEMBL1808,INHIBITOR
Sodium Chloride,CHEMBL1200574,,
Chlorogenic Acid,CHEMBL284616,,
Oxyresveratrol,CHEMBL43065,,
Pyrroloquinoline quinone,CHEMBL1235421,,
Fructose,CHEMBL1232863,,
Tomatidine,CHEMBL2165711,,
Oleic Acid,CHEMBL8659,,
Palmitoleic acid,CHEMBL453509,,
Piceatannol,CHEMBL69863,,
Diethyl Maleate,CHEMBL2037000,,
Silymarin,CHEMBL4630684,,
Triptolide,CHEMBL463763,,
Calycosin,CHEMBL241608,,
Selenocysteine,CHEMBL109962,,
Emodin,CHEMBL289277,,
Indole,CHEMBL15844,,
Naringin,CHEMBL451532,,
Luteolin,CHEMBL151,,
Arbutin,CHEMBL232202,CHEMBL1973,INHIBITOR
Ikarugamycin,CHEMBL260361,,
Hydralazine,CHEMBL276832,,
Kinetin,CHEMBL228792,,
Xanthine,CHEMBL1424,,
1-methylxanthine,CHEMBL1250,,
3-methylxanthine,CHEMBL619,,
7-methylxanthine,CHEMBL321248,,
Thapsigargin,CHEMBL96926,,
Enoxacin,CHEMBL826,CHEMBL2363077,INHIBITOR
Enoxacin,CHEMBL826,CHEMBL2311244,INHIBITOR
Sesamolin,CHEMBL2059646,,
Minocycline,CHEMBL1434,,
Carnosic acid,CHEMBL484853,,
Tanespimycin,CHEMBL109480,CHEMBL2095165,INHIBITOR
Paxilline,CHEMBL410063,,
Felbinac,CHEMBL413965,,
Carnosol,CHEMBL218693,,
Thymine,CHEMBL993,,
Cytidine,CHEMBL95606,,
Anisomycin,CHEMBL423192,,
Metamizole,CHEMBL461522,,
Alsterpaullone,CHEMBL50894,,
Hypotaurine,CHEMBL1256480,,
Nordihydroguaiaretic acid,CHEMBL52,,
Theophylline,CHEMBL1355736,CHEMBL2093863,INHIBITOR
Theophylline,CHEMBL1355736,CHEMBL2094125,INHIBITOR
Theophylline,CHEMBL1355736,CHEMBL2111329,ANTAGONIST
Nobiletin,CHEMBL76447,,
Mifepristone,CHEMBL1276308,CHEMBL2034,ANTAGONIST
Mifepristone,CHEMBL1276308,CHEMBL208,ANTAGONIST
Verapamil,CHEMBL6966,,
Uric acid,CHEMBL792,,
Simvastatin,CHEMBL1064,CHEMBL402,INHIBITOR
Arecoline,CHEMBL7303,,
Cannabidiol,CHEMBL190461,CHEMBL218,NEGATIVE ALLOSTERIC MODULATOR
Sappanone A,CHEMBL249002,,
Berberine,CHEMBL295124,,
Bupivacaine Hydrochloride,CHEMBL1200396,CHEMBL2072,BLOCKER
Nafadotride,CHEMBL286252,,
Tetraethylammonium chloride,CHEMBL434435,,
Levosulpiride,CHEMBL267044,CHEMBL217,ANTAGONIST
Levosulpiride,CHEMBL267044,CHEMBL1875,AGONIST
Mycophenolic acid,CHEMBL866,CHEMBL2111369,INHIBITOR
Sulindac Sulfide,CHEMBL18797,,
Thiostrepton,CHEMBL1236460,,
Wortmannin,CHEMBL428496,,
3-methoxycatechol,CHEMBL1518159,,
Pirenperone,CHEMBL18331,,
Lomefloxacin Hydrochloride,CHEMBL1728,CHEMBL2311224,INHIBITOR
Lorglumide Sodium,CHEMBL1255589,,
Phenoxybenzamine Hydrochloride,CHEMBL1200787,CHEMBL2095203,ANTAGONIST
Antalarmin,CHEMBL296641,,
Carvedilol,CHEMBL723,CHEMBL2094118,ANTAGONIST
Carvedilol,CHEMBL723,CHEMBL2094251,ANTAGONIST
Flunarizine hydrochloride,CHEMBL552659,,
Amlexanox,CHEMBL1096,CHEMBL2093863,INHIBITOR
Dofetilide,CHEMBL473,CHEMBL240,BLOCKER
Itraconazole,CHEMBL64391,CHEMBL1780,INHIBITOR
Memantine Hydrochloride,CHEMBL1699,CHEMBL2094124,NEGATIVE ALLOSTERIC MODULATOR
Promazine Hydrochloride,CHEMBL1200469,CHEMBL224,ANTAGONIST
Promazine Hydrochloride,CHEMBL1200469,CHEMBL2331075,ANTAGONIST
Gedunin,CHEMBL465226,,
Cetylpyridinium chloride,CHEMBL2003538,,
Fluspirilene,CHEMBL46516,CHEMBL217,INHIBITOR
Lamotrigine,CHEMBL741,CHEMBL2331043,BLOCKER
Ononetin,CHEMBL241858,,
Metolazone,CHEMBL878,CHEMBL1876,INHIBITOR
Chrysin,CHEMBL117,,
6-Hydroxyflavone,CHEMBL138649,,
Estradiol valerate,CHEMBL1511,CHEMBL206,AGONIST
Rebaudioside A,CHEMBL430341,,
Sulforaphane,CHEMBL48802,,
"7,8-Dihydroxyflavone",CHEMBL75267,,
Floxuridine,CHEMBL917,CHEMBL1952,INHIBITOR
ANASTROZOLE,CHEMBL1399,CHEMBL1978,INHIBITOR
CARBARIL,CHEMBL46917,,
VALPROATE SODIUM,CHEMBL433,CHEMBL1911,INHIBITOR
VENLAFAXINE HYDROCHLORIDE,CHEMBL1201066,CHEMBL228,INHIBITOR
VENLAFAXINE HYDROCHLORIDE,CHEMBL1201066,CHEMBL222,INHIBITOR
CINOXACIN,CHEMBL1208,CHEMBL2311224,INHIBITOR
TETRABENAZINE,CHEMBL117785,CHEMBL1893,INHIBITOR
BETAMETHASONE BENZOATE,CHEMBL1200376,CHEMBL2034,AGONIST
VONOPRAZAN,CHEMBL2079130,,
IPTACOPAN,CHEMBL4594448,CHEMBL5731,INHIBITOR
VALRUBICIN,CHEMBL1096885,CHEMBL1806,INHIBITOR
VALRUBICIN,CHEMBL1096885,CHEMBL2311221,INHIBITOR
SULFAMETHOXYPYRIDAZINE,CHEMBL268869,CHEMBL2364668,INHIBITOR
LEVOBUPIVACAINE,CHEMBL1201193,,
BUTOCONAZOLE NITRATE,CHEMBL1200398,CHEMBL1780,INHIBITOR
LEVALLORPHAN TARTRATE,CHEMBL2062276,CHEMBL233,ANTAGONIST
LEVALLORPHAN TARTRATE,CHEMBL2062276,CHEMBL237,PARTIAL AGONIST
CEFONICID,CHEMBL1601,,
CLOPIDOGREL BISULFATE,CHEMBL1083385,CHEMBL2001,ANTAGONIST
PROPOXYPHENE HYDROCHLORIDE,CHEMBL1237104,CHEMBL233,AGONIST
Creatine,CHEMBL283800,,
Naringenin,CHEMBL9352,,
Fluoranthene,CHEMBL355014,,
Palmitic acid,CHEMBL82293,,
Triolein,CHEMBL2110597,,
Sucrose,CHEMBL253582,,
Darapladib,CHEMBL204021,CHEMBL3514,INHIBITOR
Menadione,CHEMBL590,,
Zinc Sulfate,CHEMBL1200929,,
Ritodrine hydrochloride,CHEMBL1367605,CHEMBL210,AGONIST
Vortioxetine,CHEMBL2104993,,
Ethoxzolamide,CHEMBL18,CHEMBL2095180,INHIBITOR
Imatinib mesylate,CHEMBL1642,CHEMBL1862,INHIBITOR
Imatinib mesylate,CHEMBL1642,CHEMBL1913,INHIBITOR
Imatinib mesylate,CHEMBL1642,CHEMBL1936,INHIBITOR
Imatinib mesylate,CHEMBL1642,CHEMBL2096618,INHIBITOR
Uracil,CHEMBL566,,
Palmostatin B,CHEMBL1673415,,
Carbidopa,CHEMBL1200748,CHEMBL1843,INHIBITOR
Sodium Nitroprusside,CHEMBL136478,CHEMBL2111348,ACTIVATOR
Butaclamol hydrochloride,CHEMBL1256753,,
Dequalinium chloride,CHEMBL121663,,
Pinaverium bromide,CHEMBL1909298,,
Benzalkonium chloride,CHEMBL502109,,
Chlorhexidine,CHEMBL790,,
Hydroxyprogesterone caproate,CHEMBL1200848,CHEMBL208,AGONIST
Nocodazole,CHEMBL9514,,
Triflupromazine hydrochloride,CHEMBL1201102,CHEMBL217,ANTAGONIST
Oxcarbazepine,CHEMBL1068,CHEMBL2331043,BLOCKER
Rizatriptan Benzoate,CHEMBL1201032,CHEMBL1898,AGONIST
Rizatriptan Benzoate,CHEMBL1201032,CHEMBL1983,AGONIST
Fluvoxamine,CHEMBL814,,
Auraptene,CHEMBL307341,,
Cryptotanshinone,CHEMBL187460,,
Limonin,CHEMBL517449,,
Propantheline Bromide,CHEMBL1240,CHEMBL245,ANTAGONIST
Propantheline Bromide,CHEMBL1240,CHEMBL216,ANTAGONIST
Propantheline Bromide,CHEMBL1240,CHEMBL211,ANTAGONIST
Ethotoin,CHEMBL1095,CHEMBL2331043,BLOCKER
Furosemide,CHEMBL35,CHEMBL1874,INHIBITOR
Astemizole,CHEMBL296419,CHEMBL231,ANTAGONIST
Nisoldipine,CHEMBL1726,CHEMBL2095229,BLOCKER
Cinoxacin,CHEMBL1208,CHEMBL2311224,INHIBITOR
Perphenazine,CHEMBL567,CHEMBL217,ANTAGONIST
Salsalate,CHEMBL154111,,
Cefazolin sodium,CHEMBL1200523,CHEMBL2354204,INHIBITOR
Choline Chloride,CHEMBL282468,,
Tiapride Hydrochloride,CHEMBL1256772,,
Glutathione,CHEMBL1543,,
Zearalenone,CHEMBL454173,,
Scutellarein,CHEMBL55415,,
Propafenone hydrochloride,CHEMBL1201063,CHEMBL213,ANTAGONIST
Propafenone hydrochloride,CHEMBL1201063,CHEMBL210,ANTAGONIST
Propafenone hydrochloride,CHEMBL1201063,CHEMBL2331043,BLOCKER
Antimycin A,CHEMBL211501,,
Deguelin,CHEMBL393417,,
Ethopropazine Hydrochloride,CHEMBL1200970,CHEMBL216,ANTAGONIST
Phenelzine sulfate,CHEMBL1200895,CHEMBL2095205,INHIBITOR
Pterostilbene,CHEMBL83527,,
Milnacipran Hydrochloride,CHEMBL4297064,CHEMBL228,INHIBITOR
Milnacipran Hydrochloride,CHEMBL4297064,CHEMBL222,INHIBITOR
Sulfacetamide,CHEMBL455,CHEMBL2364668,INHIBITOR
BEDAQUILINE FUMARATE,CHEMBL2105700,CHEMBL2364166,INHIBITOR
HYDROXYAMPHETAMINE HYDROBROMIDE,CHEMBL1200705,CHEMBL2331074,AGONIST
MAFENIDE ACETATE,CHEMBL1201161,CHEMBL2364668,INHIBITOR
AMINOLEVULINIC ACID HYDROCHLORIDE,CHEMBL1200582,CHEMBL2311221,INHIBITOR
AZITHROMYCIN,CHEMBL529,CHEMBL2363135,INHIBITOR
ABACAVIR,CHEMBL1380,,
BRETYLIUM,CHEMBL1199080,,
FOSPROPOFOL,CHEMBL1201766,,
ATOVAQUONE,CHEMBL1450,CHEMBL1777,INHIBITOR
ENCORAFENIB,CHEMBL3301612,CHEMBL5145,INHIBITOR
TENIPOSIDE,CHEMBL452231,CHEMBL2094255,INHIBITOR
LUMATEPERONE TOSYLATE,CHEMBL3233142,,
PARGYLINE,CHEMBL673,,
DICLOFENAC EPOLAMINE,CHEMBL1201180,CHEMBL2094253,INHIBITOR
CLORAZEPATE DIPOTASSIUM,CHEMBL2096631,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
ESTRADIOL ACETATE,CHEMBL1200430,CHEMBL206,AGONIST
ZIMELDINE HYDROCHLORIDE,CHEMBL2355333,CHEMBL2096904,ANTAGONIST
CILOSTAZOL,CHEMBL799,CHEMBL241,INHIBITOR
LANDIOLOL,CHEMBL1742466,CHEMBL213,ANTAGONIST
RISEDRONIC ACID,CHEMBL923,,
METHYLNALTREXONE,CHEMBL1186579,,
PERHEXILINE,CHEMBL75880,,
INDECAINIDE HYDROCHLORIDE,CHEMBL1200341,CHEMBL2331043,BLOCKER
DARIFENACIN,CHEMBL1346,,
OZENOXACIN,CHEMBL3990047,CHEMBL3991502,INHIBITOR
OZENOXACIN,CHEMBL3990047,CHEMBL3038508,INHIBITOR
OZENOXACIN,CHEMBL3990047,CHEMBL3038482,INHIBITOR
OZENOXACIN,CHEMBL3990047,CHEMBL3991503,INHIBITOR
HYDROCORTISONE BUTYRATE,CHEMBL1683,CHEMBL2034,AGONIST
TRANYLCYPROMINE SULFATE,CHEMBL3989698,CHEMBL2095205,INHIBITOR
THENALIDINE,CHEMBL2105458,CHEMBL231,ANTAGONIST
DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,CHEMBL2148,INHIBITOR
DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,CHEMBL2971,INHIBITOR
DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,CHEMBL2835,INHIBITOR
DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,CHEMBL3553,INHIBITOR
ORPHENADRINE CITRATE,CHEMBL1200395,CHEMBL231,ANTAGONIST
ORPHENADRINE CITRATE,CHEMBL1200395,CHEMBL222,INHIBITOR
ORPHENADRINE CITRATE,CHEMBL1200395,CHEMBL2094124,ANTAGONIST
ORPHENADRINE CITRATE,CHEMBL1200395,CHEMBL2331043,BLOCKER
CICLESONIDE,CHEMBL2040682,CHEMBL2034,AGONIST
CENOBAMATE,CHEMBL3989949,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CENOBAMATE,CHEMBL3989949,CHEMBL2331043,INHIBITOR
ETRETINATE,CHEMBL464,CHEMBL2363071,AGONIST
DIETHYLCARBAMAZINE CITRATE,CHEMBL937,CHEMBL2364676,POSITIVE MODULATOR
TYROPANOIC ACID,CHEMBL1201261,,
VENETOCLAX,CHEMBL3137309,CHEMBL4860,INHIBITOR
BORTEZOMIB D-MANNITOL,CHEMBL5315122,CHEMBL2364701,INHIBITOR
NAFTOPIDIL,CHEMBL142635,CHEMBL223,ANTAGONIST
CITALOPRAM HYDROBROMIDE,CHEMBL1200781,CHEMBL228,INHIBITOR
PROPARACAINE,CHEMBL1196,,
TRIPROLIDINE,CHEMBL855,,
TYROPANOATE SODIUM,CHEMBL1200899,,
MEQUINOL,CHEMBL544,CHEMBL1973,INHIBITOR
FLUCYTOSINE,CHEMBL1463,CHEMBL4665,INHIBITOR
FLUCYTOSINE,CHEMBL1463,CHEMBL2364680,INHIBITOR
MARALIXIBAT CHLORIDE,CHEMBL17879,CHEMBL2778,INHIBITOR
DOBUTAMINE HYDROCHLORIDE,CHEMBL1200418,CHEMBL213,AGONIST
DOBUTAMINE HYDROCHLORIDE,CHEMBL1200418,CHEMBL210,AGONIST
VELPATASVIR,CHEMBL3545062,CHEMBL3307224,INHIBITOR
MECHLORETHAMINE,CHEMBL427,CHEMBL2311221,INHIBITOR
METHYLTESTOSTERONE,CHEMBL1395,CHEMBL1871,AGONIST
THIAMYLAL,CHEMBL440,,
HYDROMORPHONE,CHEMBL398707,,
LETROZOLE,CHEMBL1444,CHEMBL1978,INHIBITOR
CHLOROFORM,CHEMBL44618,,
LEVOFLOXACIN ANHYDROUS,CHEMBL33,,
METHYCLOTHIAZIDE,CHEMBL1577,CHEMBL1876,INHIBITOR
TUBOCURARINE CHLORIDE,CHEMBL3989821,CHEMBL2362997,ANTAGONIST
COPANLISIB,CHEMBL3218576,CHEMBL4005,INHIBITOR
COPANLISIB,CHEMBL3218576,CHEMBL3130,INHIBITOR
LODOXAMIDE,CHEMBL1201266,,
VALBENAZINE,CHEMBL2364639,CHEMBL1893,INHIBITOR
PENICILLIN G POTASSIUM,CHEMBL1223,CHEMBL2354204,INHIBITOR
NINTEDANIB ESYLATE,CHEMBL3039504,CHEMBL2095189,INHIBITOR
NINTEDANIB ESYLATE,CHEMBL3039504,CHEMBL2095227,INHIBITOR
NINTEDANIB ESYLATE,CHEMBL3039504,CHEMBL2095217,INHIBITOR
CHLOROQUINE PHOSPHATE,CHEMBL58510,CHEMBL613897,INHIBITOR
PEMETREXED DISODIUM,CHEMBL2360464,CHEMBL1952,INHIBITOR
PEMETREXED DISODIUM,CHEMBL2360464,CHEMBL202,INHIBITOR
PEMETREXED DISODIUM,CHEMBL2360464,CHEMBL3972,INHIBITOR
PACLITAXEL,CHEMBL428647,CHEMBL2095182,INHIBITOR
PILOCARPINE HYDROCHLORIDE,CHEMBL1200330,CHEMBL245,AGONIST
PILOCARPINE HYDROCHLORIDE,CHEMBL1200330,CHEMBL216,AGONIST
TECOVIRIMAT MONOHYDRATE,CHEMBL5315121,CHEMBL5308522,INHIBITOR
TECOVIRIMAT MONOHYDRATE,CHEMBL5315121,CHEMBL5308524,INHIBITOR
TECOVIRIMAT MONOHYDRATE,CHEMBL5315121,CHEMBL5308523,INHIBITOR
TENOFOVIR ALAFENAMIDE FUMARATE,CHEMBL2364637,CHEMBL247,INHIBITOR
REZAFUNGIN,CHEMBL3989945,,
XENON,CHEMBL1236802,,
EVOGLIPTIN,CHEMBL1779710,CHEMBL284,INHIBITOR
HYDROCORTISONE ACETATE,CHEMBL1091,CHEMBL2034,AGONIST
ABACAVIR SULFATE,CHEMBL4303288,CHEMBL247,INHIBITOR
OLANZAPINE PAMOATE,CHEMBL3989694,CHEMBL224,ANTAGONIST
OLANZAPINE PAMOATE,CHEMBL3989694,CHEMBL225,ANTAGONIST
OLANZAPINE PAMOATE,CHEMBL3989694,CHEMBL2331075,ANTAGONIST
NEBIVOLOL,CHEMBL434394,,
ABIRATERONE ACETATE,CHEMBL271227,CHEMBL3522,INHIBITOR
GEMIFLOXACIN,CHEMBL430,,
PROPOFOL,CHEMBL526,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
TAFLUPROST,CHEMBL1963683,CHEMBL1987,AGONIST
PROPIOMAZINE HYDROCHLORIDE,CHEMBL1201068,CHEMBL231,ANTAGONIST
FLAVOXATE HYDROCHLORIDE,CHEMBL1200875,CHEMBL2093863,INHIBITOR
FLAVOXATE HYDROCHLORIDE,CHEMBL1200875,CHEMBL2111411,INHIBITOR
FLAVOXATE HYDROCHLORIDE,CHEMBL1200875,CHEMBL2363067,INHIBITOR
TRIAMTERENE,CHEMBL585,CHEMBL2107836,BLOCKER
AMPHOTERICIN B,CHEMBL267345,CHEMBL2364028,SEQUESTERING AGENT
PIPERAZINE,CHEMBL1412,,
EDROPHONIUM CHLORIDE,CHEMBL1128,CHEMBL220,INHIBITOR
ILOPROST,CHEMBL494,CHEMBL1995,AGONIST
RIMEGEPANT SULFATE,CHEMBL2364629,CHEMBL3798,ANTAGONIST
AFATINIB,CHEMBL1173655,,
PROPAFENONE HYDROCHLORIDE,CHEMBL1201063,CHEMBL213,ANTAGONIST
PROPAFENONE HYDROCHLORIDE,CHEMBL1201063,CHEMBL210,ANTAGONIST
PROPAFENONE HYDROCHLORIDE,CHEMBL1201063,CHEMBL2331043,BLOCKER
CEPHALEXIN HYDROCHLORIDE,CHEMBL1200366,CHEMBL2354204,INHIBITOR
AMITRIPTYLINE HYDROCHLORIDE,CHEMBL1200964,CHEMBL228,INHIBITOR
AMITRIPTYLINE HYDROCHLORIDE,CHEMBL1200964,CHEMBL222,INHIBITOR
NAFTIFINE HYDROCHLORIDE,CHEMBL1200493,CHEMBL2364679,INHIBITOR
ECHOTHIOPHATE IODIDE,CHEMBL1200367,CHEMBL220,INHIBITOR
PRAZOSIN,CHEMBL2,,
NOMIFENSINE,CHEMBL273575,,
TALAPORFIN,CHEMBL2111186,,
CEFORANIDE,CHEMBL1201046,CHEMBL2354204,INHIBITOR
MENTHOL,CHEMBL256087,CHEMBL1075319,OPENER
MENTHOL,CHEMBL256087,CHEMBL6007,OPENER
PIOGLITAZONE,CHEMBL595,,
DOBUTAMINE,CHEMBL926,,
ETHYNODIOL DIACETATE,CHEMBL1200624,CHEMBL208,AGONIST
PEMIROLAST,CHEMBL1201198,,
ETHCHLORVYNOL,CHEMBL591,CHEMBL2093872,POSITIVE MODULATOR
DIPHENHYDRAMINE,CHEMBL657,,
CYCLOPHOSPHAMIDE ANHYDROUS,CHEMBL88,,
SORAFENIB,CHEMBL1336,,
