name,found,error,cid,smiles,mol_weight
N-acetylglucosamine,True,,1738118.0,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,221.21
D-glucosamine,True,,439213.0,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,179.17
Caffeine,True,,2519.0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.19
Alpha-ketoglutarate,True,,164533.0,C(CC(=O)[O-])C(=O)C(=O)[O-],144.08
Beta-caryophyllene,True,,5281515.0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,204.35
Fluvastatin,True,,1548972.0,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,411.5
Shi Quan Da Bu Wan,False,HTTP 404,,,
Shengmai Yin,False,HTTP 404,,,
Liuwei Dihuang Wan,False,HTTP 404,,,
Erchen wan,False,HTTP 404,,,
Huan Shao Dan,False,HTTP 404,,,
Caffeic acid phenethylester,True,,5281787.0,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O,284.31
D-beta-hydroxybutyrate,True,,92135.0,C[C@H](CC(=O)O)O,104.10
Mulberry extract,False,HTTP 404,,,
Acanthopanax sessiliflorus extract,False,HTTP 404,,,
G109,False,HTTP 404,,,
D609,True,,4234241.0,C1CC2C(C1)C3CC2CC3OC(=S)[S-].[K+],266.5
PDMP,True,,114736.0,CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C)C2=CC=CC=C2.Cl,425.0
Myriocin,True,,6438394.0,CCCCCCC(=O)CCCCCC/C=C/C[C@H]([C@@H]([C@@](CO)(C(=O)O)N)O)O,401.5
Royalactin,False,HTTP 404,,,
Ibuprofen,True,,3672.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,206.28
Edetate Calcium Disodium,True,,6093170.0,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2],374.27
N-nitrosodimethylamine,True,,6124.0,CN(C)N=O,74.08
Dibromoacetic acid,True,,12433.0,C(C(=O)O)(Br)Br,217.84
Genistein,True,,5280961.0,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,270.24
Specioside,True,,11948661.0,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)OC(=O)/C=C/C4=CC=C(C=C4)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,508.5
Gluconic acid,True,,10690.0,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,196.16
Xylose,True,,135191.0,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,150.13
Valine,True,,6287.0,CC(C)[C@@H](C(=O)O)N,117.15
Tyrosine,True,,6057.0,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,181.19
Tryptophan,True,,6305.0,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,204.22
Threonine,True,,6288.0,C[C@H]([C@@H](C(=O)O)N)O,119.12
Taurine,True,,1123.0,C(CS(=O)(=O)O)N,125.15
Succinate,True,,160419.0,C(CC(=O)[O-])C(=O)[O-],116.07
Serine,True,,5951.0,C([C@@H](C(=O)O)N)O,105.09
Ribose,True,,10975657.0,C1[C@H]([C@H]([C@H](C(O1)O)O)O)O,150.13
Putrescine,True,,1045.0,C(CCN)CN,88.15
Phosphoenolpyruvate,True,,1005.0,C=C(C(=O)O)OP(=O)(O)O,168.04
Picolinic acid,True,,1018.0,C1=CC=NC(=C1)C(=O)O,123.11
N-acetyl-l-histidine,True,,75619.0,CC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,197.19
Methionine,True,,6137.0,CSCC[C@@H](C(=O)O)N,149.21
Ornithine,True,,6262.0,C(C[C@@H](C(=O)O)N)CN,132.16
Lysine,True,,5962.0,C(CCN)C[C@@H](C(=O)O)N,146.19
L-histidine methyl ester,True,,92893.0,COC(=O)[C@H](CC1=CN=CN1)N,169.18
Homocysteine,True,,91552.0,C(CS)[C@@H](C(=O)O)N,135.19
Leucine,True,,6106.0,CC(C)C[C@@H](C(=O)O)N,131.17
Isoleucine,True,,6306.0,CC[C@H](C)[C@@H](C(=O)O)N,131.17
Inositol,True,,892.0,C1(C(C(C(C(C1O)O)O)O)O)O,180.16
Histidine,True,,6274.0,C1=C(NC=N1)C[C@@H](C(=O)O)N,155.15
Glycine,True,,750.0,C(C(=O)O)N,75.07
Glutamine,True,,5961.0,C(CC(=O)N)[C@@H](C(=O)O)N,146.14
Glycerol,True,,753.0,C(C(CO)O)O,92.09
Glutamate,True,,33032.0,C(CC(=O)O)[C@@H](C(=O)O)N,147.13
DL-lactate,True,,91435.0,CC(C(=O)[O-])O,89.07
Galactose,True,,6036.0,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,180.16
DL-isocitrate,False,HTTP 404,,,
D-glutamate,True,,23327.0,C(CC(=O)O)[C@H](C(=O)O)N,147.13
D-aspartate,True,,83887.0,C([C@H](C(=O)O)N)C(=O)O,133.10
D-alanine,True,,71080.0,C[C@H](C(=O)O)N,89.09
Cysteine,True,,5862.0,C([C@@H](C(=O)O)N)S,121.16
Carnosine,True,,439224.0,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,226.23
Betaine,True,,247.0,C[N+](C)(C)CC(=O)[O-],117.15
Arginine,True,,6322.0,C(C[C@@H](C(=O)O)N)CN=C(N)N,174.20
Caprylate,True,,119389.0,CCCCCCCC(=O)[O-],143.20
Beta-alanine,True,,239.0,C(CN)C(=O)O,89.09
Asparagine,True,,6267.0,C([C@@H](C(=O)O)N)C(=O)N,132.12
Alanine,True,,5950.0,C[C@@H](C(=O)O)N,89.09
Agmatine,True,,199.0,C(CCN=C(N)N)CN,130.19
Rifamycin SV,True,,6324616.0,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,697.8
Rifampicin,True,,135398735.0,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,822.9
10-hydroxy-2-decenoic Acid,True,,5312738.0,C(CCC/C=C/C(=O)O)CCCO,186.25
Garlic extract,False,HTTP 404,,,
Soybean trypsin inhibitor,False,HTTP 404,,,
Buckwheat trypsin inhibitor,False,HTTP 404,,,
Dehydroabietic acid,True,,94391.0,CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C,300.4
Echinacoside,True,,5281771.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,786.7
N-acetyl-L-cysteine,True,,12035.0,CC(=O)N[C@@H](CS)C(=O)O,163.20
Otophylloside B,True,,10079485.0,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2OC)O[C@@H]3[C@H](O[C@H](C[C@@H]3OC)O[C@H]4CC[C@@]5([C@H]6C[C@H]([C@@]7([C@@](CC[C@@]7([C@@]6(CC=C5C4)O)O)(C(=O)C)O)C)OC(=O)/C=C(\C)/C(C)C)C)C)C)OC)O,923.1
Lappaol C,True,,46173978.0,COC1=CC(=CC(=C1O)C(CO)C(C2=CC(=C(C=C2)O)OC)O)C[C@H]3COC(=O)[C@@H]3CC4=CC(=C(C=C4)O)OC,554.6
Lappaol F,True,,73425459.0,COC1=CC(=CC2=C1O[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)C[C@H]4COC(=O)[C@@H]4CC5=CC6=C(C(=C5)OC)O[C@@H]([C@H]6CO)C7=CC(=C(C=C7)O)OC,714.8
Matairesinol,True,,119205.0,COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O,358.4
Arctiin,True,,100528.0,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)OC,534.6
Arctigenin,True,,64981.0,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)OC,372.4
(Iso)lappaol A,False,HTTP 404,,,
Verminoside,True,,12000883.0,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,524.5
(S)-2-hydroxyglutarate,True,,439939.0,C(CC(=O)O)[C@@H](C(=O)O)O,148.11
(R)-2-hydroxyglutarate,True,,439391.0,C(CC(=O)O)[C@H](C(=O)O)O,148.11
Panax notoginseng extract,False,HTTP 404,,,
Fucoxanthin,True,,5281239.0,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)C[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C=C(\C)/C=C=C3[C@](C[C@H](CC3(C)C)OC(=O)C)(C)O,658.9
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,False,HTTP 404,,,
Vitexin,True,,5280441.0,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,432.4
Folic acid,True,,135398658.0,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,441.4
Oleanolic acid,True,,10494.0,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,456.7
L-Valine,True,,6287.0,CC(C)[C@@H](C(=O)O)N,117.15
Glycyrrhizae radix extract,False,HTTP 404,,,
Trichostatin A,True,,444732.0,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,302.37
Allantoin,True,,204.0,C1(C(=O)NC(=O)N1)NC(=O)N,158.12
Geldanamycin,True,,5288382.0,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC,560.6
Dafachronic Acid,True,,86289630.0,C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,416.6
Hon Tsai Tai extract,False,HTTP 404,,,
Pyruvate,True,,107735.0,CC(=O)C(=O)[O-],87.05
4âmethylâ2âoxovalerate,False,HTTP 404,,,
Alphaâketoâbetaâmethylvalerate,False,HTTP 404,,,
Alphaâketoisovalerate,False,HTTP 404,,,
Potassium Chloride,True,,4873.0,[Cl-].[K+],74.55
Sodium Chloride,True,,5234.0,[Na+].[Cl-],58.44
18Î±-Glycyrrhetinic acid,False,HTTP 404,,,
Captopril,True,,44093.0,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.29
Withanolide A,True,,11294368.0,CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3[C@H]5[C@H](O5)[C@@]6([C@@]4(C(=O)C=CC6)C)O)C)O)C,470.6
Tyrosine-Alanine Dipeptide,True,,5496455.0,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,252.27
Chlorophyll,True,,156620228.0,CCC\1=C(C\2=[NH+]/C1=C\C3=C(C4=C([C@@H](C(=C4[N-]3)C5=[NH+]C(=C([C@@H]5CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)/C=C\6/C(=C(/C(=C2)/[N-]6)C=C)C)C(=O)OC)O)C)C.[Mg+2],895.5
TPEN,True,,5519.0,C1=CC=NC(=C1)CN(CCN(CC2=CC=CC=N2)CC3=CC=CC=N3)CC4=CC=CC=N4,424.5
Pyrroloquinoline quinone,True,,1024.0,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,330.21
Oxyresveratrol,True,,5281717.0,C1=CC(=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O,244.24
Nitrophenyl piperazine containing compound 1,False,HTTP 404,,,
Chlorogenic Acid,True,,1794427.0,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,354.31
Sesame extract,False,HTTP 404,,,
Urolithin A,True,,5488186.0,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,228.20
Urolithin D,True,,5482042.0,C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O,260.20
Urolithin C,True,,60198001.0,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,244.20
Urolithin B,True,,5380406.0,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O,212.20
Ribes fasciculatum extract,False,HTTP 404,,,
Blueberry extract,False,HTTP 404,,,
Salicylamine,True,,70267.0,C1=CC=C(C(=C1)CN)O,123.15
Fructose,True,,2723872.0,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,180.16
Ursolic  acid,False,HTTP 404,,,
Dimethyl Sulfide,True,,1068.0,CSC,62.14
Polyherbal phytomedicine,False,HTTP 404,,,
M084,True,,284016.0,CCCCNC1=NC2=CC=CC=C2N1,189.26
"trans-2,40,5-trihydroxystilbene",False,HTTP 404,,,
"trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene",False,HTTP 404,,,
"2,3-Dehydrosilybin B",True,,12051803.0,COC1=C(C=CC(=C1)[C@H]2[C@@H](OC3=C(O2)C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,480.4
"2,3-Dehydrosilybin A",True,,10696082.0,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,480.4
"2,3-dehydrosilybin",True,,10696082.0,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,480.4
Isosilybin A/B,False,HTTP 400,,,
Silybin A/B,False,HTTP 400,,,
Silydianin,True,,11982272.0,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@]4([C@H]3C(=C[C@H]2C4=O)[C@@H]5[C@H](C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O,482.4
Silychristin A/B,False,HTTP 400,,,
Silymarin,True,,5213.0,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,482.4
Butylated hydroxyanisole,False,HTTP 404,,,
Diethyl Maleate,True,,5271566.0,CCOC(=O)/C=C\C(=O)OCC,172.18
Buthus martensii Karsch Polypeptide Toxin ,False,HTTP 404,,,
Piceatannol,True,,667639.0,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O,244.24
cis-vaccenic acid ,True,,5282761.0,CCCCCC/C=C\CCCCCCCCCC(=O)O,282.5
Palmitoleic acid,True,,445638.0,CCCCCC/C=C\CCCCCCCC(=O)O,254.41
Oleic Acid,True,,445639.0,CCCCCCCC/C=C\CCCCCCCC(=O)O,282.5
Tomatidine,True,,65576.0,C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,415.7
Calycosin,True,,5280448.0,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O,284.26
Triptolide,True,,107985.0,CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C,360.4
Colanic acid,True,,9548797.0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CCCC4)C)C,360.6
Chlorophytum borivilianum  extract,False,HTTP 404,,,
Alphaâlinolenic acid,False,HTTP 404,,,
Indole,True,,798.0,C1=CC=C2C(=C1)C=CN2,117.15
Emodin,True,,3220.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,270.24
Selenocysteine,True,,25076.0,C([C@@H](C(=O)O)N)[SeH],168.06
Diosgenin,True,,99474.0,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,414.6
D-Allulose,True,,441036.0,C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O,180.16
Shatavarin IV,True,,441896.0,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1,887.1
phenylethanoid glycosides,False,HTTP 404,,,
para-topolin,True,,9964771.0,C1=CC(=CC=C1CNC2=NC=NC3=C2NC=N3)O,241.25
ortho-topolin,True,,11536042.0,C1=CC=C(C(=C1)CNC2=NC=NC3=C2NC=N3)O,241.25
N6-benzyladenine,True,,62389.0,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,225.25
Kinetin,True,,3830.0,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,215.21
Hydralazine,True,,3637.0,C1=CC=C2C(=C1)C=NN=C2NN,160.18
Ikarugamycin,True,,54680304.0,CC[C@@H]1[C@@H](C[C@H]2[C@H]1C=C[C@H]3[C@@H]2C[C@@H]/4[C@@H]3C/C=C\C(=O)NCCC[C@H]5C(=O)/C(=C(\C=C4)/O)/C(=O)N5)C,478.6
Arbutin,True,,440936.0,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,272.25
Luteolin,True,,5280445.0,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24
Naringin,True,,442428.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,580.5
S-allylmercapto-N-acetylcysteine,True,,87355840.0,CC(=O)N(C(CSCC=C)C(=O)O)S,235.3
"1,2,3-Triazolyl ester of ketorolac ",False,HTTP 404,,,
Mussel extract,False,HTTP 404,,,
DNIC-1a,False,HTTP 404,,,
"Methyl 3,4-dihydroxybenzoate",True,,287064.0,COC(=O)C1=CC(=C(C=C1)O)O,168.15
Holothuria scabra extract,False,HTTP 404,,,
Guarana extract,False,HTTP 404,,,
6-shogaol,True,,5281794.0,CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC,276.4
Enoxacin,True,,3229.0,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.32
Thapsigargin,True,,446378.0,CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)/C(=C\C)/C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O,650.8
"2,5-Di-tert-butylhydroquinone",True,,2374.0,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,222.32
Damaurone D,False,HTTP 404,,,
Polygonum multiflorum extract,False,HTTP 404,,,
"1,7-dimethylxanthine",True,,4687.0,CN1C=NC2=C1C(=O)N(C(=O)N2)C,180.16
"1,3-dimemethyl Xan",False,HTTP 404,,,
7-methylxanthine,True,,68374.0,CN1C=NC2=C1C(=O)NC(=O)N2,166.14
3-methylxanthine,True,,70639.0,CN1C2=C(C(=O)NC1=O)NC=N2,166.14
1-methylxanthine,True,,80220.0,CN1C(=O)C2=C(NC1=O)N=CN2,166.14
Xanthine,True,,1188.0,C1=NC2=C(N1)C(=O)NC(=O)N2,152.11
Sesamol,True,,68289.0,C1OC2=C(O1)C=C(C=C2)O,138.12
Sesamolin,True,,101746.0,C1[C@H]2[C@H](CO[C@@H]2OC3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6,370.4
5-octanoyl salicylic acid,True,,9838158.0,CCCCCCCC(=O)C1=CC(=C(C=C1)O)C(=O)O,264.32
Lonicera japonica extract,False,HTTP 404,,,
Beta-santalol,True,,6857681.0,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,220.35
Alpha-santalol,True,,11085337.0,C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/CO,220.35
Sandalwood oil,False,HTTP 404,,,
Argyreia boseana extract,False,HTTP 404,,,
Ganoderma lucidum extract,False,HTTP 404,,,
Minocycline,True,,54675783.0,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,457.5
Agrimonia procera extract,False,HTTP 404,,,
Paxilline,True,,105008.0,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,435.6
Isoprenol,True,,12988.0,CC(=C)CCO,86.13
Tanespimycin,True,,6505803.0,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,585.7
CGP37157,True,,2688.0,C1C(=O)NC2=C(C=C(C=C2)Cl)C(S1)C3=CC=CC=C3Cl,324.2
Carnosic acid,True,,65126.0,CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O)O,332.4
"4,4â²-dimethoxychalcone",False,HTTP 404,,,
KT135,False,HTTP 404,,,
ABC52,False,HTTP 404,,,
JJH322,False,HTTP 404,,,
KLH45b,True,,169493875.0,C1CCC(CC1)N(CCC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)OC(F)(F)F,458.5
KT203,True,,53364510.0,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C(=O)O,466.5
KT167,False,HTTP 404,,,
ABC23,False,HTTP 404,,,
Palmostatin M,True,,56641205.0,CCCCCCCCCC[C@H]1[C@@H](OC1=O)CCCCS(=O)(=O)CCCN(C)C,417.6
MJN200,False,HTTP 404,,,
URB597,True,,1383884.0,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N,338.4
ABC44,True,,118525530.0,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)ON3C(=O)C4CN(CCN4C3=O)CC5CCN(CC5)CC6=CC=CC=C6,576.7
BIA 10-2474,True,,46831476.0,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=C[N+](=CC=C3)[O-],300.36
ABC101,False,HTTP 404,,,
ABC35,False,HTTP 404,,,
JW1039,False,HTTP 404,,,
KT170,False,HTTP 404,,,
ABC5,False,HTTP 404,,,
ABC92,False,HTTP 404,,,
KT172,True,,53364485.0,COC1=CC=CC=C1C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5,452.5
ABC53,False,HTTP 404,,,
JT271-3,False,HTTP 404,,,
KT120,False,HTTP 404,,,
ABC30,False,HTTP 404,,,
KC01,True,,86289046.0,CCCCCCCCCCCCCC1/C(=C/CCCCC(=O)N)/C(=O)O1,365.5
ABC26,False,HTTP 404,,,
BIA 10-2639,True,,66554294.0,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=CN=CC=C3,284.36
KT140,False,HTTP 404,,,
ABC63,False,HTTP 404,,,
ABC28,False,HTTP 404,,,
Felbinac,True,,3332.0,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,212.24
Monorden,True,,6323491.0,C[C@@H]1C[C@@H]2[C@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,364.8
Metamizole,True,,3111.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36
Alsterpaullone,True,,5005498.0,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],293.28
Azacytidine,True,,9444.0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.20
Anisomycin,True,,253602.0,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,265.30
Cytidine,True,,6175.0,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,243.22
Thymine,True,,1135.0,CC1=CNC(=O)NC1=O,126.11
Orotate,True,,1492348.0,C1=C(NC(=O)NC1=O)C(=O)[O-],155.09
Carnosol,True,,442009.0,CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O,330.4
Phosphatidylcholine,False,HTTP 404,,,
Theophylline,True,,2153.0,CN1C2=C(C(=O)N(C1=O)C)NC=N2,180.16
Nordihydroguaiaretic acid,True,,4534.0,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,302.4
Betula utilis extract,False,HTTP 404,,,
Hypotaurine,True,,107812.0,C(CS(=O)O)N,109.15
NP1,True,,5276854.0,CC1=CC(=C(C=C1)NCCCN)[N+](=O)[O-],209.24
O13,False,HTTP 404,,,
Gr-4D,False,HTTP 404,,,
Phosphatidylserine,True,,9547096.0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC,792.1
Nobiletin,True,,72344.0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.4
Coix seed oil,False,HTTP 404,,,
Simvastatin,True,,54454.0,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,418.6
